src/components/advanced/Camera.tsx(66,3): error TS2339: Property 'visible' does not exist on type 'CameraProps'.
src/services/dataManager.ts(137,5): error TS2322: Type 'OnboardingData | null | undefined' is not assignable to type 'OnboardingData | null'.
src/services/dataManager.ts(189,9): error TS2353: Object literal may only specify known properties, and 'syncStatus' does not exist in type 'WorkoutSession'.
src/services/dataManager.ts(228,11): error TS2353: Object literal may only specify known properties, and 'syncStatus' does not exist in type 'WorkoutSession'.
src/services/dataManager.ts(383,61): error TS2339: Property 'syncStatus' does not exist on type 'WorkoutSession'.
src/services/dataManager.ts(418,17): error TS2339: Property 'syncStatus' does not exist on type 'WorkoutSession'.
src/services/dataManager.ts(418,65): error TS2339: Property 'syncStatus' does not exist on type 'WorkoutSession'.
src/services/dataManager.ts(634,5): error TS2322: Type 'string | boolean | null' is not assignable to type 'boolean'.
src/services/dataManager.ts(641,5): error TS2322: Type 'string | boolean | null' is not assignable to type 'boolean'.
src/services/dataManager.ts(680,12): error TS1345: An expression of type 'void' cannot be tested for truthiness.
src/services/dataManager.ts(693,38): error TS2345: Argument of type 'number' is not assignable to parameter of type 'string'.
src/services/dataManager.ts(695,29): error TS2339: Property 'height' does not exist on type 'PersonalInfo'.
src/services/dataManager.ts(695,52): error TS2339: Property 'height' does not exist on type 'PersonalInfo'.
src/services/dataManager.ts(696,29): error TS2339: Property 'weight' does not exist on type 'PersonalInfo'.
src/services/dataManager.ts(696,54): error TS2339: Property 'weight' does not exist on type 'PersonalInfo'.
src/services/dataManager.ts(719,7): error TS2322: Type 'void' is not assignable to type 'boolean'.
src/services/dataManager.ts(743,15): error TS2353: Object literal may only specify known properties, and 'id' does not exist in type 'PersonalInfo'.
src/services/dataManager.ts(778,12): error TS1345: An expression of type 'void' cannot be tested for truthiness.
src/services/dataManager.ts(812,7): error TS2322: Type 'void' is not assignable to type 'boolean'.
src/services/dataManager.ts(834,15): error TS2353: Object literal may only specify known properties, and 'id' does not exist in type 'FitnessGoals'.
src/services/dataManager.ts(890,14): error TS1345: An expression of type 'void' cannot be tested for truthiness.
src/services/dataManager.ts(946,14): error TS1345: An expression of type 'void' cannot be tested for truthiness.
src/services/dataManager.ts(1182,17): error TS1345: An expression of type 'void' cannot be tested for truthiness.
src/services/dataManager.ts(1232,9): error TS2322: Type 'string' is not assignable to type 'number'.
src/services/dataManager.ts(1241,9): error TS2353: Object literal may only specify known properties, and 'id' does not exist in type 'FitnessGoals'.
src/services/dataRetrieval.ts(52,74): error TS2339: Property 'dayOfWeek' does not exist on type 'Workout'.
src/services/dataRetrieval.ts(103,7): error TS2322: Type 'Workout | null' is not assignable to type 'DayWorkout | null'.
src/services/dataRetrieval.ts(325,57): error TS2339: Property 'restDays' does not exist on type 'WeeklyWorkoutPlan'.
src/services/dataTransformation.ts(54,7): error TS2322: Type 'string | undefined' is not assignable to type 'string'.
src/services/dataTransformation.ts(55,21): error TS2345: Argument of type 'number' is not assignable to parameter of type 'string'.
src/services/dataTransformation.ts(57,42): error TS2339: Property 'height' does not exist on type 'PersonalInfo'.
src/services/dataTransformation.ts(58,42): error TS2339: Property 'weight' does not exist on type 'PersonalInfo'.
src/services/dataTransformation.ts(204,7): error TS2353: Object literal may only specify known properties, and 'syncMetadata' does not exist in type 'BodyMeasurement'.
src/services/exerciseFilterService.ts(154,7): error TS2322: Type 'string[] | undefined' is not assignable to type 'string[]'.
src/services/foodRecognitionService.ts(149,30): error TS2304: Cannot find name 'generateResponseWithImage'.
src/services/googleFit.ts(144,7): error TS2322: Type 'void' is not assignable to type 'boolean'.
src/services/googleFit.ts(144,14): error TS1345: An expression of type 'void' cannot be tested for truthiness.
src/services/googleFit.ts(159,23): error TS2554: Expected 2 arguments, but got 1.
src/services/googleFit.ts(201,11): error TS2322: Type '{ date: string; value: number; }[]' is not assignable to type 'number'.
src/services/googleFit.ts(275,43): error TS2554: Expected 2 arguments, but got 1.
src/services/googleFit.ts(366,50): error TS2345: Argument of type '{ startDate: string; endDate: string; activityType: string; calories: number; distance: number | undefined; sourceName: string; sourcePackage: string; }' is not assignable to parameter of type 'WorkoutSample'.
src/services/googleFit.ts(412,38): error TS2554: Expected 2 arguments, but got 1.
src/services/googleFit.ts(446,38): error TS2554: Expected 2 arguments, but got 1.
src/services/googleFit.ts(448,11): error TS1345: An expression of type 'void' cannot be tested for truthiness.
src/services/googleFit.ts(705,41): error TS2554: Expected 2 arguments, but got 1.
src/services/googleFit.ts(967,15): error TS2365: Operator '>' cannot be applied to types '{ date: string; value: number; }[]' and 'number'.
src/services/googleFit.ts(970,27): error TS2365: Operator '>' cannot be applied to types '{ date: string; value: number; }[]' and 'number'.
src/services/googleFit.ts(971,36): error TS2362: The left-hand side of an arithmetic operation must be of type 'any', 'number', 'bigint' or an enum type.
src/services/healthConnect.ts(11,3): error TS2724: '"react-native-health-connect"' has no exported member named 'PermissionType'. Did you mean 'Permission'?
src/services/healthConnect.ts(193,13): error TS2367: This comparison appears to be unintentional because the types 'number' and 'string' have no overlap.
src/services/healthConnect.ts(262,26): error TS2339: Property 'length' does not exist on type 'ReadRecordsResult<"Steps">'.
src/services/healthConnect.ts(263,43): error TS2339: Property 'reduce' does not exist on type 'ReadRecordsResult<"Steps">'.
src/services/healthConnect.ts(263,51): error TS7006: Parameter 'total' implicitly has an 'any' type.
src/services/healthConnect.ts(263,58): error TS7006: Parameter 'record' implicitly has an 'any' type.
src/services/healthConnect.ts(280,30): error TS2339: Property 'length' does not exist on type 'ReadRecordsResult<"HeartRate">'.
src/services/healthConnect.ts(282,32): error TS7053: Element implicitly has an 'any' type because expression of type 'number' can't be used to index type 'ReadRecordsResult<"HeartRate">'.
src/services/healthConnect.ts(282,66): error TS2339: Property 'length' does not exist on type 'ReadRecordsResult<"HeartRate">'.
src/services/healthConnect.ts(300,29): error TS2339: Property 'length' does not exist on type 'ReadRecordsResult<"ActiveCaloriesBurned">'.
src/services/healthConnect.ts(301,55): error TS2339: Property 'reduce' does not exist on type 'ReadRecordsResult<"ActiveCaloriesBurned">'.
src/services/healthConnect.ts(302,14): error TS7006: Parameter 'total' implicitly has an 'any' type.
src/services/healthConnect.ts(302,21): error TS7006: Parameter 'record' implicitly has an 'any' type.
src/services/healthConnect.ts(320,29): error TS2339: Property 'length' does not exist on type 'ReadRecordsResult<"Distance">'.
src/services/healthConnect.ts(321,49): error TS2339: Property 'reduce' does not exist on type 'ReadRecordsResult<"Distance">'.
src/services/healthConnect.ts(322,14): error TS7006: Parameter 'total' implicitly has an 'any' type.
src/services/healthConnect.ts(322,21): error TS7006: Parameter 'record' implicitly has an 'any' type.
src/services/healthConnect.ts(340,27): error TS2339: Property 'length' does not exist on type 'ReadRecordsResult<"Weight">'.
src/services/healthConnect.ts(342,32): error TS7053: Element implicitly has an 'any' type because expression of type 'number' can't be used to index type 'ReadRecordsResult<"Weight">'.
src/services/healthConnect.ts(342,60): error TS2339: Property 'length' does not exist on type 'ReadRecordsResult<"Weight">'.
src/services/healthConnect.ts(360,26): error TS2339: Property 'length' does not exist on type 'ReadRecordsResult<"SleepSession">'.
src/services/healthConnect.ts(361,43): error TS2339: Property 'map' does not exist on type 'ReadRecordsResult<"SleepSession">'.
src/services/healthConnect.ts(361,48): error TS7006: Parameter 'sleep' implicitly has an 'any' type.
src/services/healthConnect.ts(361,55): error TS7006: Parameter 'index' implicitly has an 'any' type.
src/services/healthConnect.ts(367,55): error TS18048: 'healthData.sleep' is possibly 'undefined'.
src/services/healthConnect.ts(563,14): error TS2367: This comparison appears to be unintentional because the types 'number' and 'string' have no overlap.
src/services/migration.ts(431,42): error TS2339: Property 'transformUserData' does not exist on type 'DataTransformationService'.
src/services/migration.ts(439,45): error TS2339: Property 'transformFitnessData' does not exist on type 'DataTransformationService'.
src/services/migration.ts(447,47): error TS2339: Property 'transformNutritionData' does not exist on type 'DataTransformationService'.
src/services/migration.ts(455,46): error TS2339: Property 'transformProgressData' does not exist on type 'DataTransformationService'.
src/services/migrationManager.ts(154,41): error TS18046: 'error' is of type 'unknown'.
src/services/migrationManager.ts(159,24): error TS18046: 'error' is of type 'unknown'.
src/services/migrationManager.ts(178,22): error TS18046: 'error' is of type 'unknown'.
src/services/migrationManager.ts(321,10): error TS18048: 'localData.fitness.workouts.length' is possibly 'undefined'.
src/services/migrationManager.ts(324,10): error TS18048: 'localData.nutrition.meals.length' is possibly 'undefined'.
src/services/migrationManager.ts(328,11): error TS18048: 'localData.progress.achievements.length' is possibly 'undefined'.
src/services/migrationManager.ts(492,7): error TS2739: Type 'MigrationResult' is missing the following properties from type 'MigrationResult': migrationId, progress, migratedDataCount, warnings
src/services/migrationManager.ts(501,18): error TS2322: Type 'string' is not assignable to type 'MigrationError'.
src/services/migrationService.ts(67,11): error TS18048: 'currentPlan.workouts.length' is possibly 'undefined'.
src/services/migrationService.ts(69,31): error TS18047: 'currentPlan' is possibly 'null'.
src/services/onboardingService.ts(900,97): error TS2367: This comparison appears to be unintentional because the types 'number | boolean | "medium" | "vegetarian" | "vegan" | "non-veg" | "pescatarian" | "beginner" | "intermediate" | "advanced" | "low" | "high" | "not_applicable"' and '""' have no overlap.
src/services/onboardingService.ts(906,55): error TS2367: This comparison appears to be unintentional because the types 'number | boolean | string[] | "medium" | "vegetarian" | "vegan" | "non-veg" | "pescatarian" | "beginner" | "intermediate" | "advanced" | "low" | "high" | "not_applicable"' and '""' have no overlap.
src/services/onboardingService.ts(1078,97): error TS2367: This comparison appears to be unintentional because the types 'number | boolean | "light" | "home" | "beginner" | "intermediate" | "advanced" | "moderate" | "gym" | "both" | "sedentary" | "active" | "extreme" | "good" | "excellent" | "poor" | "fair"' and '""' have no overlap.
src/services/onboardingService.ts(1089,97): error TS2367: This comparison appears to be unintentional because the types 'number | boolean | "light" | "home" | "beginner" | "intermediate" | "advanced" | "moderate" | "gym" | "both" | "sedentary" | "active" | "extreme" | "good" | "excellent" | "poor" | "fair"' and '""' have no overlap.
src/services/privacyPolicyHandler.ts(5,10): error TS2305: Module '"expo-web-browser"' has no exported member 'WebBrowser'.
src/services/privacyPolicyHandler.ts(110,11): error TS2769: No overload matches this call.
src/services/profileValidator.ts(38,28): error TS2345: Argument of type 'number' is not assignable to parameter of type 'string'.
src/services/profileValidator.ts(52,15): error TS2339: Property 'height' does not exist on type 'Partial<PersonalInfo>'.
src/services/profileValidator.ts(55,38): error TS2339: Property 'height' does not exist on type 'Partial<PersonalInfo>'.
src/services/profileValidator.ts(61,15): error TS2339: Property 'weight' does not exist on type 'Partial<PersonalInfo>'.
src/services/profileValidator.ts(64,38): error TS2339: Property 'weight' does not exist on type 'Partial<PersonalInfo>'.
src/services/profileValidator.ts(83,14): error TS2339: Property 'phoneNumber' does not exist on type 'Partial<PersonalInfo>'.
src/services/profileValidator.ts(83,59): error TS2339: Property 'phoneNumber' does not exist on type 'Partial<PersonalInfo>'.
src/services/profileValidator.ts(120,14): error TS2339: Property 'targetWeight' does not exist on type 'Partial<FitnessGoals>'.
src/services/profileValidator.ts(121,38): error TS2339: Property 'targetWeight' does not exist on type 'Partial<FitnessGoals>'.
src/services/profileValidator.ts(127,14): error TS2339: Property 'timeframe' does not exist on type 'Partial<FitnessGoals>'.
src/services/profileValidator.ts(127,55): error TS2339: Property 'timeframe' does not exist on type 'Partial<FitnessGoals>'.
src/services/profileValidator.ts(230,14): error TS2339: Property 'frequency' does not exist on type 'Partial<WorkoutPreferences>'.
src/services/profileValidator.ts(231,16): error TS2339: Property 'frequency' does not exist on type 'Partial<WorkoutPreferences>'.
src/services/profileValidator.ts(231,38): error TS2339: Property 'frequency' does not exist on type 'Partial<WorkoutPreferences>'.
src/services/profileValidator.ts(233,23): error TS2339: Property 'frequency' does not exist on type 'Partial<WorkoutPreferences>'.
src/services/SubscriptionService.ts(15,3): error TS2724: '"react-native-iap"' has no exported member named 'clearTransaction'. Did you mean 'clearTransactionIOS'?
src/services/SubscriptionService.ts(319,31): error TS2322: Type 'void | ProductPurchase | ProductPurchase[]' is not assignable to type 'Purchase | undefined'.
src/services/SubscriptionService.ts(397,62): error TS2554: Expected 1 arguments, but got 2.
src/services/SubscriptionService.ts(403,11): error TS2554: Expected 1 arguments, but got 3.
src/services/syncManager.ts(86,7): error TS18048: 'result.conflicts' is possibly 'undefined'.
src/services/syncManager.ts(95,7): error TS18048: 'result.conflicts' is possibly 'undefined'.
src/services/syncManager.ts(104,7): error TS18048: 'result.conflicts' is possibly 'undefined'.
src/services/syncManager.ts(113,7): error TS18048: 'result.conflicts' is possibly 'undefined'.
src/services/syncManager.ts(174,39): error TS2345: Argument of type 'number' is not assignable to parameter of type 'string'.
src/services/syncManager.ts(176,30): error TS2339: Property 'height' does not exist on type 'PersonalInfo'.
src/services/syncManager.ts(176,58): error TS2339: Property 'height' does not exist on type 'PersonalInfo'.
src/services/syncManager.ts(177,30): error TS2339: Property 'weight' does not exist on type 'PersonalInfo'.
src/services/syncManager.ts(177,60): error TS2339: Property 'weight' does not exist on type 'PersonalInfo'.
src/services/syncService.ts(224,22): error TS18046: 'error' is of type 'unknown'.
src/services/syncService.ts(281,7): error TS2783: 'maxRetries' is specified more than once, so this usage will be overwritten.
src/services/syncService.ts(393,18): error TS18046: 'error' is of type 'unknown'.
src/services/syncService.ts(429,73): error TS18046: 'error' is of type 'unknown'.
src/services/syncService.ts(442,42): error TS18046: 'error' is of type 'unknown'.
src/services/syncService.ts(472,56): error TS18046: 'error' is of type 'unknown'.
src/services/syncService.ts(487,44): error TS18046: 'error' is of type 'unknown'.
src/services/trackIntegrationService.ts(205,24): error TS18046: 'error' is of type 'unknown'.
src/services/trackIntegrationService.ts(229,18): error TS2339: Property 'success' does not exist on type 'void'.
src/services/trackIntegrationService.ts(246,53): error TS2339: Property 'errors' does not exist on type 'void'.
src/services/trackIntegrationService.ts(253,24): error TS18046: 'error' is of type 'unknown'.
src/services/trackIntegrationService.ts(498,47): error TS2345: Argument of type '{ personalInfo: any; fitnessGoals: any; dietPreferences: any; workoutPreferences: any; bodyAnalysis: any; }' is not assignable to parameter of type 'OnboardingData'.
src/services/wearables/wearableManager.ts(146,41): error TS2339: Property 'requestPermissions' does not exist on type 'HealthKitService'.
src/services/wearables/wearableManager.ts(197,49): error TS2339: Property 'syncHealthDataFromHealthKit' does not exist on type 'HealthKitService'.
src/services/wearables/wearableManager.ts(247,41): error TS2551: Property 'exportWorkoutToHealthKit' does not exist on type 'HealthKitService'. Did you mean 'saveWorkoutToHealthKit'?
src/services/wearables/wearableManager.ts(271,41): error TS2339: Property 'exportNutritionToHealthKit' does not exist on type 'HealthKitService'.
src/services/wearables/wearableManager.ts(295,41): error TS2339: Property 'exportBodyWeightToHealthKit' does not exist on type 'HealthKitService'.
src/services/wearables/wearableManager.ts(376,41): error TS2339: Property 'getHealthSummary' does not exist on type 'HealthKitService'.
src/services/wearables/wearableManager.ts(409,34): error TS2339: Property 'clearCache' does not exist on type 'HealthKitService'.
src/services/wearables/wearableManager.ts(463,9): error TS2322: Type '{ id: string; type: any; name: any; duration: number; calories: any; date: Date; source: string; }[]' is not assignable to type '{ id: string; type: string; name: string; duration: number; calories: number; date: string; source: string; }[]'.
src/services/wearables/wearableManager.ts(465,25): error TS2339: Property 'workoutType' does not exist on type 'HealthKitWorkout'.
src/services/wearables/wearableManager.ts(466,25): error TS2339: Property 'workoutType' does not exist on type 'HealthKitWorkout'.
src/services/wearables/wearableManager.ts(468,29): error TS2339: Property 'calories' does not exist on type 'HealthKitWorkout'.
src/services/wearables/wearableManager.ts(472,37): error TS2339: Property 'lastSyncDate' does not exist on type 'HealthKitData'.
src/services/wearables/wearableManager.ts(511,48): error TS2339: Property 'getHeartRateZones' does not exist on type 'HealthKitService'.
src/services/wearables/wearableManager.ts(539,58): error TS2339: Property 'getSleepBasedWorkoutRecommendations' does not exist on type 'HealthKitService'.
src/services/wearables/wearableManager.ts(567,51): error TS2339: Property 'getActivityAdjustedCalories' does not exist on type 'HealthKitService'.
src/services/wearables/wearableManager.ts(595,53): error TS2339: Property 'detectAndLogActivities' does not exist on type 'HealthKitService'.
src/stores/fitnessStore.ts(105,62): error TS2339: Property 'planTitle' does not exist on type 'WeeklyWorkoutPlan'.
src/stores/fitnessStore.ts(110,48): error TS2339: Property 'planTitle' does not exist on type 'WeeklyWorkoutPlan'.
src/stores/fitnessStore.ts(124,45): error TS2339: Property 'planTitle' does not exist on type 'WeeklyWorkoutPlan'.
src/stores/fitnessStore.ts(179,35): error TS2339: Property 'dayOfWeek' does not exist on type 'Workout'.
src/stores/fitnessStore.ts(246,30): error TS2339: Property 'planTitle' does not exist on type 'WeeklyWorkoutPlan'.
src/stores/fitnessStore.ts(247,36): error TS2339: Property 'planDescription' does not exist on type 'WeeklyWorkoutPlan'.
src/stores/fitnessStore.ts(247,101): error TS2339: Property 'duration' does not exist on type 'WeeklyWorkoutPlan'.
src/stores/fitnessStore.ts(250,34): error TS2339: Property 'duration' does not exist on type 'WeeklyWorkoutPlan'.
src/stores/fitnessStore.ts(440,13): error TS2353: Object literal may only specify known properties, and 'status' does not exist in type 'Partial<WorkoutSession>'.
src/stores/healthDataStore.ts(207,50): error TS2339: Property 'requestPermissions' does not exist on type 'HealthKitService'.
src/stores/healthDataStore.ts(345,49): error TS2339: Property 'shouldSync' does not exist on type 'HealthKitService'.
src/stores/healthDataStore.ts(353,71): error TS2339: Property 'syncHealthDataFromHealthKit' does not exist on type 'HealthKitService'.
src/stores/healthDataStore.ts(364,15): error TS2322: Type '({ id: string; type: string; duration: number; calories: number; date: string; source: "FitAI" | "HealthKit" | "Manual" | "GoogleFit"; } | { id: string; type: any; duration: number; calories: any; date: Date; source: "HealthKit"; })[]' is not assignable to type '{ id: string; type: string; duration: number; calories: number; date: string; source: "FitAI" | "HealthKit" | "Manual" | "GoogleFit"; }[]'.
src/stores/healthDataStore.ts(368,33): error TS2339: Property 'workoutType' does not exist on type 'HealthKitWorkout'.
src/stores/healthDataStore.ts(370,37): error TS2339: Property 'calories' does not exist on type 'HealthKitWorkout'.
src/stores/healthDataStore.ts(441,50): error TS2551: Property 'exportWorkoutToHealthKit' does not exist on type 'HealthKitService'. Did you mean 'saveWorkoutToHealthKit'?
src/stores/healthDataStore.ts(477,41): error TS2339: Property 'exportNutritionToHealthKit' does not exist on type 'HealthKitService'.
src/stores/healthDataStore.ts(542,41): error TS2339: Property 'getHeartRateZones' does not exist on type 'HealthKitService'.
src/stores/healthDataStore.ts(563,58): error TS2339: Property 'getSleepBasedWorkoutRecommendations' does not exist on type 'HealthKitService'.
src/stores/healthDataStore.ts(587,41): error TS2339: Property 'getActivityAdjustedCalories' does not exist on type 'HealthKitService'.
src/stores/nutritionStore.ts(110,60): error TS2339: Property 'planTitle' does not exist on type 'WeeklyMealPlan'.
src/stores/nutritionStore.ts(151,48): error TS7006: Parameter 'item' implicitly has an 'any' type.
src/stores/nutritionStore.ts(151,54): error TS7006: Parameter 'index' implicitly has an 'any' type.
src/stores/nutritionStore.ts(251,30): error TS2339: Property 'planTitle' does not exist on type 'WeeklyMealPlan'.
src/stores/nutritionStore.ts(252,36): error TS2339: Property 'planDescription' does not exist on type 'WeeklyMealPlan'.
src/stores/nutritionStore.ts(255,34): error TS2339: Property 'totalEstimatedCalories' does not exist on type 'WeeklyMealPlan'.
src/stores/nutritionStore.ts(280,34): error TS2339: Property 'planTitle' does not exist on type 'WeeklyMealPlan'.
src/stores/nutritionStore.ts(442,28): error TS2339: Property 'name' does not exist on type 'MealItem'.
src/theme/gluestack-ui.config.ts(287,33): error TS2339: Property 'theme' does not exist on type '{ aliases: { bg: string; bgColor: string; p: string; px: string; py: string; pt: string; pb: string; pl: string; pr: string; m: string; mx: string; my: string; mt: string; mb: string; ml: string; mr: string; w: string; ... 5 more ...; rounded: string; }; tokens: { ...; }; globalStyle: { ...; }; }'.
src/types/ai.ts(157,10): error TS2304: Cannot find name 'MealItem'.
src/types/api.ts(468,16): error TS2304: Cannot find name 'WorkoutPreferences'.
src/types/index.ts(16,15): error TS2305: Module '"./api"' has no exported member 'WorkoutPreferences'.
src/types/workout.ts(235,16): error TS2304: Cannot find name 'WorkoutPreferences'.
src/utils/cookingFlowGenerator.ts(77,54): error TS2339: Property 'name' does not exist on type 'MealItem'.
src/utils/cookingFlowGenerator.ts(372,54): error TS2339: Property 'name' does not exist on type 'MealItem'.
src/utils/cookingFlowGenerator.ts(422,78): error TS2339: Property 'name' does not exist on type 'MealItem'.
src/utils/integration.ts(296,49): error TS2551: Property 'timePreference' does not exist on type '{ location: "home" | "gym" | "both"; equipment: string[]; time_preference: number; intensity: "beginner" | "intermediate" | "advanced"; workout_types: string[]; primary_goals: string[]; activity_level: string; }'. Did you mean 'time_preference'?
src/utils/integration.ts(298,47): error TS2551: Property 'workoutTypes' does not exist on type '{ location: "home" | "gym" | "both"; equipment: string[]; time_preference: number; intensity: "beginner" | "intermediate" | "advanced"; workout_types: string[]; primary_goals: string[]; activity_level: string; }'. Did you mean 'workout_types'?
src/utils/integration.ts(519,65): error TS2339: Property 'toString' does not exist on type 'never'.
src/utils/validation.ts(281,26): error TS2345: Argument of type 'number' is not assignable to parameter of type 'string'.
src/utils/validation.ts(292,36): error TS2339: Property 'height' does not exist on type 'PersonalInfo'.
src/utils/validation.ts(307,36): error TS2339: Property 'weight' does not exist on type 'PersonalInfo'.
src/utils/validation.ts(635,7): error TS2322: Type 'string' is not assignable to type 'number'.
